group_id,artifact_id,version_number
com.yahoo.squidb,squidb,3.2.0
com.rarepebble,colorpicker,2.2.0
com.rarepebble,colorpicker,2.0.1
com.rarepebble,colorpicker,2.1.0
io.requery,sqlite-android,3.14.2
io.requery,sqlite-android,3.15.0
io.requery,sqlite-android,3.18.0
io.requery,sqlite-android,3.16.2
io.requery,sqlite-android,3.16.0
io.requery,sqlite-android,3.17.0
petrov.kristiyan.colorpicker,colorpicker-library,1.1.1
petrov.kristiyan.colorpicker,colorpicker-library,1.1.2
io.requery,sqlite-android,3.15.1
com.chibatching,kotpref,1.6.0
com.chibatching,kotpref,1.4.0
com.chibatching,kotpref,1.5.0
com.github.chyrta,AndroidOnboarder,0.7
org.jraf,prefs,1.1.0
org.jraf,prefs,1.1.1
org.jetbrains.anko,anko-support-v4,0.9.1a
org.jetbrains.anko,anko-support-v4,0.9.1
org.jetbrains.anko,anko-support-v4,0.10.0-beta-2
org.jetbrains.anko,anko-support-v4,0.10.0-beta-1
org.jetbrains.anko,anko-common,0.9.1
org.jetbrains.anko,anko-common,0.9.1a
org.jetbrains.anko,anko-common,0.10.0-beta-2
org.jetbrains.anko,anko-common,0.10.0-beta-1
org.jetbrains.anko,anko-appcompat-v7,0.9.1
org.jetbrains.anko,anko-appcompat-v7,0.9.1a
com.alexgwyn.recyclerviewsquire,recyclerviewsquire,0.0.6
jp.wasabeef,glide-transformations,2.0.2
org.jetbrains.anko,anko-appcompat-v7,0.10.0-beta-2
org.jetbrains.anko,anko-appcompat-v7,0.10.0-beta-1
com.futuremind.recyclerfastscroll,fastscroll,0.2.5
com.afollestad,bridge,3.3.0
com.afollestad,bridge,5.1.0
com.afollestad,bridge,4.1.0
com.afollestad,bridge,5.1.1
com.afollestad,bridge,5.1.2
com.afollestad,bridge,5.0.0
jp.wasabeef,recyclerview-animators,2.2.6
jp.wasabeef,recyclerview-animators,2.2.5
com.simplemobiletools,filepicker,1.4.4
com.simplemobiletools,filepicker,1.4.5
com.github.moraisigor,slidingdrawer,1.5.8
com.github.moraisigor,slidingdrawer,1.5.7
com.simplemobiletools,filepicker,1.6.1
com.simplemobiletools,filepicker,1.5.9
com.simplemobiletools,filepicker,1.5.5
com.simplemobiletools,filepicker,1.6.0
com.simplemobiletools,filepicker,1.5.8
com.simplemobiletools,filepicker,1.5.4
com.simplemobiletools,filepicker,1.5.7
com.simplemobiletools,filepicker,1.5.6
com.simplemobiletools,filepicker,1.5.2
com.simplemobiletools,filepicker,1.4.6
com.simplemobiletools,filepicker,1.5.0
com.simplemobiletools,filepicker,1.3.8
com.simplemobiletools,filepicker,1.4.1
com.simplemobiletools,filepicker,1.3.9
com.simplemobiletools,filepicker,1.3.7
com.simplemobiletools,filepicker,1.4.2
com.simplemobiletools,filepicker,1.5.1
com.simplemobiletools,filepicker,1.4.3
com.simplemobiletools,filepicker,1.3.6
com.simplemobiletools,filepicker,1.3.5
com.simplemobiletools,filepicker,1.5.3
com.simplemobiletools,filepicker,1.3.4
com.simplemobiletools,filepicker,1.4.0
com.simplemobiletools,filepicker,1.3.3
com.simplemobiletools,filepicker,1.3.19
com.simplemobiletools,filepicker,1.3.2
com.simplemobiletools,filepicker,1.3.20
com.simplemobiletools,filepicker,1.1.0
com.simplemobiletools,filepicker,1.0.0
com.simplemobiletools,filepicker,1.2.0
com.simplemobiletools,filepicker,1.3.0
com.simplemobiletools,filepicker,1.3.12
com.simplemobiletools,filepicker,1.3.10
com.simplemobiletools,filepicker,1.3.13
com.simplemobiletools,filepicker,1.3.1
com.simplemobiletools,filepicker,1.3.14
com.simplemobiletools,filepicker,1.3.15
com.simplemobiletools,filepicker,1.3.16
com.simplemobiletools,filepicker,1.3.11
com.simplemobiletools,filepicker,1.3.18
com.simplemobiletools,filepicker,1.3.17
com.stephentuso,welcome,1.2.1
com.stephentuso,welcome,1.1.1
com.stephentuso,welcome,1.1.0
com.stephentuso,welcome,1.4.1
com.stephentuso,welcome,1.3.1
com.stephentuso,welcome,1.0.0
com.stephentuso,welcome,0.7.3
com.github.medyo,android-about-page,1.2
ca.rmen,rhymer,1.1.2
ca.rmen,rhymer,1.2.0
ca.rmen,rhymer,1.1.1
net.ypresto.androidtranscoder,android-transcoder,0.2.0
de.codecrafters.tableview,tableview,2.5.0
de.codecrafters.tableview,tableview,2.6.0
de.codecrafters.tableview,tableview,2.4.1
de.codecrafters.tableview,tableview,2.4.2
de.codecrafters.tableview,tableview,2.4.3
de.codecrafters.tableview,tableview,2.4.0
de.codecrafters.tableview,tableview,2.3.0
com.simplemobiletools,fileproperties,1.0.7
com.simplemobiletools,fileproperties,1.0.6
com.simplemobiletools,fileproperties,1.0.5
com.simplemobiletools,fileproperties,1.0.2
com.simplemobiletools,fileproperties,1.0.4
com.simplemobiletools,fileproperties,1.0.0
com.simplemobiletools,fileproperties,1.0.1
com.simplemobiletools,fileproperties,1.0.3
org.sufficientlysecure,html-textview,3.3
org.sufficientlysecure,html-textview,3.2
org.sufficientlysecure,html-textview,3.0
org.sufficientlysecure,html-textview,3.1
com.android.databinding,adapters,1.0-rc0
com.android.databinding,adapters,1.0-rc2
com.android.databinding,adapters,1.0-rc3
com.android.databinding,adapters,1.0-rc1
com.android.databinding,adapters,1.0-rc5
com.android.databinding,adapters,1.1
com.android.databinding,adapters,1.2
com.android.databinding,adapters,1.2.1
com.android.databinding,adapters,1.3
com.android.databinding,adapters,1.3.1
com.android.databinding,library,1.0-rc0
com.android.databinding,library,1.0-rc1
com.android.databinding,library,1.0-rc2
com.android.databinding,library,1.0-rc3
com.android.databinding,library,1.0-rc5
com.android.databinding,library,1.1
com.android.databinding,library,1.2
com.android.databinding,library,1.2.1
com.android.databinding,library,1.3
com.android.databinding,library,1.3.1
com.android.support,animated-vector-drawable,23.2.0
com.android.support,animated-vector-drawable,23.2.1
com.android.support,animated-vector-drawable,23.3.0
com.android.support,animated-vector-drawable,23.4.0
com.android.support,animated-vector-drawable,24.0.0
com.android.support,animated-vector-drawable,24.0.0-alpha1
com.android.support,animated-vector-drawable,24.0.0-alpha2
com.android.support,animated-vector-drawable,24.0.0-beta1
com.android.support,animated-vector-drawable,24.1.0
com.android.support,animated-vector-drawable,24.1.1
com.android.support,animated-vector-drawable,24.2.0
com.android.support,animated-vector-drawable,24.2.1
com.android.support,animated-vector-drawable,25.0.0
com.android.support,animated-vector-drawable,25.0.1
com.android.support,animated-vector-drawable,25.1.0
com.android.support,animated-vector-drawable,25.1.1
com.android.support,animated-vector-drawable,25.2.0
com.android.support,animated-vector-drawable,25.3.0
com.android.support,animated-vector-drawable,26.0.0-alpha1
com.android.support,appcompat-v7,18.0.0
com.android.support,appcompat-v7,19.0.0
com.android.support,appcompat-v7,19.0.1
com.android.support,appcompat-v7,19.1.0
com.android.support,appcompat-v7,20.0.0
com.android.support,appcompat-v7,21.0.0
com.android.support,appcompat-v7,21.0.2
com.android.support,appcompat-v7,21.0.3
com.android.support,appcompat-v7,22.0.0
com.android.support,appcompat-v7,22.1.0
com.android.support,appcompat-v7,22.1.1
com.android.support,appcompat-v7,22.2.0
com.android.support,appcompat-v7,22.2.1
com.android.support,appcompat-v7,23.0.0
com.android.support,appcompat-v7,23.0.1
com.android.support,appcompat-v7,23.1.0
com.android.support,appcompat-v7,23.1.1
com.android.support,appcompat-v7,23.2.0
com.android.support,appcompat-v7,23.2.1
com.android.support,appcompat-v7,23.3.0
com.android.support,appcompat-v7,23.4.0
com.android.support,appcompat-v7,24.0.0
com.android.support,appcompat-v7,24.0.0-alpha1
com.android.support,appcompat-v7,24.0.0-alpha2
com.android.support,appcompat-v7,24.0.0-beta1
com.android.support,appcompat-v7,24.1.0
com.android.support,appcompat-v7,24.1.1
com.android.support,appcompat-v7,24.2.0
com.android.support,appcompat-v7,24.2.1
com.android.support,appcompat-v7,25.0.0
com.android.support,appcompat-v7,25.0.1
com.android.support,appcompat-v7,25.1.0
com.android.support,appcompat-v7,25.1.1
com.android.support,appcompat-v7,25.2.0
com.android.support,appcompat-v7,25.3.0
com.android.support,appcompat-v7,26.0.0-alpha1
com.android.support,cardview-v7,21.0.0
com.android.support,cardview-v7,21.0.2
com.android.support,cardview-v7,21.0.3
com.android.support,cardview-v7,22.0.0
com.android.support,cardview-v7,22.1.0
com.android.support,cardview-v7,22.1.1
com.android.support,cardview-v7,22.2.0
com.android.support,cardview-v7,22.2.1
com.android.support,cardview-v7,23.0.0
com.android.support,cardview-v7,23.0.1
com.android.support,cardview-v7,23.1.0
com.android.support,cardview-v7,23.1.1
com.android.support,cardview-v7,23.2.0
com.android.support,cardview-v7,23.2.1
com.android.support,cardview-v7,23.3.0
com.android.support,cardview-v7,23.4.0
com.android.support,cardview-v7,24.0.0
com.android.support,cardview-v7,24.0.0-alpha1
com.android.support,cardview-v7,24.0.0-alpha2
com.android.support,cardview-v7,24.0.0-beta1
com.android.support,cardview-v7,24.1.0
com.android.support,cardview-v7,24.1.1
com.android.support,cardview-v7,24.2.0
com.android.support,cardview-v7,24.2.1
com.android.support,cardview-v7,25.0.0
com.android.support,cardview-v7,25.0.1
com.android.support,cardview-v7,25.1.0
com.android.support,cardview-v7,25.1.1
com.android.support,cardview-v7,25.2.0
com.android.support,cardview-v7,25.3.0
com.android.support,cardview-v7,26.0.0-alpha1
com.android.support,customtabs,23.0.0
com.android.support,customtabs,23.0.1
com.android.support,customtabs,23.1.0
com.android.support,customtabs,23.1.1
com.android.support,customtabs,23.2.0
com.android.support,customtabs,23.2.1
com.android.support,customtabs,23.3.0
com.android.support,customtabs,23.4.0
com.android.support,customtabs,24.0.0
com.android.support,customtabs,24.0.0-alpha1
com.android.support,customtabs,24.0.0-alpha2
com.android.support,customtabs,24.0.0-beta1
com.android.support,customtabs,24.1.0
com.android.support,customtabs,24.1.1
com.android.support,customtabs,24.2.0
com.android.support,customtabs,24.2.1
com.android.support,customtabs,25.0.0
com.android.support,customtabs,25.0.1
com.android.support,customtabs,25.1.0
com.android.support,customtabs,25.1.1
com.android.support,customtabs,25.2.0
com.android.support,customtabs,25.3.0
com.android.support,customtabs,26.0.0-alpha1
com.android.support,design,22.2.0
com.android.support,design,22.2.1
com.android.support,design,23.0.0
com.android.support,design,23.0.1
com.android.support,design,23.1.0
com.android.support,design,23.1.1
com.android.support,design,23.2.0
com.android.support,design,23.2.1
com.android.support,design,23.3.0
com.android.support,design,23.4.0
com.android.support,design,24.0.0
com.android.support,design,24.0.0-alpha1
com.android.support,design,24.0.0-alpha2
com.android.support,design,24.0.0-beta1
com.android.support,design,24.1.0
com.android.support,design,24.1.1
com.android.support,design,24.2.0
com.android.support,design,24.2.1
com.android.support,design,25.0.0
com.android.support,design,25.0.1
com.android.support,design,25.1.0
com.android.support,design,25.1.1
com.android.support,design,25.2.0
com.android.support,design,25.3.0
com.android.support,design,26.0.0-alpha1
com.android.support,exifinterface,25.1.0
com.android.support,exifinterface,25.1.1
com.android.support,exifinterface,25.2.0
com.android.support,exifinterface,25.3.0
com.android.support,exifinterface,26.0.0-alpha1
com.android.support,gridlayout-v7,13.0.0
com.android.support,gridlayout-v7,18.0.0
com.android.support,gridlayout-v7,19.0.0
com.android.support,gridlayout-v7,19.0.1
com.android.support,gridlayout-v7,19.1.0
com.android.support,gridlayout-v7,20.0.0
com.android.support,gridlayout-v7,21.0.0
com.android.support,gridlayout-v7,21.0.2
com.android.support,gridlayout-v7,21.0.3
com.android.support,gridlayout-v7,22.0.0
com.android.support,gridlayout-v7,22.1.0
com.android.support,gridlayout-v7,22.1.1
com.android.support,gridlayout-v7,22.2.0
com.android.support,gridlayout-v7,22.2.1
com.android.support,gridlayout-v7,23.0.0
com.android.support,gridlayout-v7,23.0.1
com.android.support,gridlayout-v7,23.1.0
com.android.support,gridlayout-v7,23.1.1
com.android.support,gridlayout-v7,23.2.0
com.android.support,gridlayout-v7,23.2.1
com.android.support,gridlayout-v7,23.3.0
com.android.support,gridlayout-v7,23.4.0
com.android.support,gridlayout-v7,24.0.0
com.android.support,gridlayout-v7,24.0.0-alpha1
com.android.support,gridlayout-v7,24.0.0-alpha2
com.android.support,gridlayout-v7,24.0.0-beta1
com.android.support,gridlayout-v7,24.1.0
com.android.support,gridlayout-v7,24.1.1
com.android.support,gridlayout-v7,24.2.0
com.android.support,gridlayout-v7,24.2.1
com.android.support,gridlayout-v7,25.0.0
com.android.support,gridlayout-v7,25.0.1
com.android.support,gridlayout-v7,25.1.0
com.android.support,gridlayout-v7,25.1.1
com.android.support,gridlayout-v7,25.2.0
com.android.support,gridlayout-v7,25.3.0
com.android.support,gridlayout-v7,26.0.0-alpha1
com.android.support,instantvideo,26.0.0-alpha1
com.android.support,leanback-v17,21.0.0
com.android.support,leanback-v17,21.0.2
com.android.support,leanback-v17,21.0.3
com.android.support,leanback-v17,22.0.0
com.android.support,leanback-v17,22.1.0
com.android.support,leanback-v17,22.1.1
com.android.support,leanback-v17,22.2.0
com.android.support,leanback-v17,22.2.1
com.android.support,leanback-v17,23.0.0
com.android.support,leanback-v17,23.0.1
com.android.support,leanback-v17,23.1.0
com.android.support,leanback-v17,23.1.1
com.android.support,leanback-v17,23.2.0
com.android.support,leanback-v17,23.2.1
com.android.support,leanback-v17,23.3.0
com.android.support,leanback-v17,23.4.0
com.android.support,leanback-v17,24.0.0
com.android.support,leanback-v17,24.0.0-alpha1
com.android.support,leanback-v17,24.0.0-alpha2
com.android.support,leanback-v17,24.0.0-beta1
com.android.support,leanback-v17,24.1.0
com.android.support,leanback-v17,24.1.1
com.android.support,leanback-v17,24.2.0
com.android.support,leanback-v17,24.2.1
com.android.support,leanback-v17,25.0.0
com.android.support,leanback-v17,25.0.1
com.android.support,leanback-v17,25.1.0
com.android.support,leanback-v17,25.1.1
com.android.support,leanback-v17,25.2.0
com.android.support,leanback-v17,25.3.0
com.android.support,leanback-v17,26.0.0-alpha1
com.android.support,mediarouter-v7,18.0.0
com.android.support,mediarouter-v7,19.0.0
com.android.support,mediarouter-v7,19.0.1
com.android.support,mediarouter-v7,19.1.0
com.android.support,mediarouter-v7,20.0.0
com.android.support,mediarouter-v7,21.0.0
com.android.support,mediarouter-v7,21.0.2
com.android.support,mediarouter-v7,21.0.3
com.android.support,mediarouter-v7,22.0.0
com.android.support,mediarouter-v7,22.1.0
com.android.support,mediarouter-v7,22.1.1
com.android.support,mediarouter-v7,22.2.0
com.android.support,mediarouter-v7,22.2.1
com.android.support,mediarouter-v7,23.0.0
com.android.support,mediarouter-v7,23.0.1
com.android.support,mediarouter-v7,23.1.0
com.android.support,mediarouter-v7,23.1.1
com.android.support,mediarouter-v7,23.2.0
com.android.support,mediarouter-v7,23.2.1
com.android.support,mediarouter-v7,23.3.0
com.android.support,mediarouter-v7,23.4.0
com.android.support,mediarouter-v7,24.0.0
com.android.support,mediarouter-v7,24.0.0-alpha1
com.android.support,mediarouter-v7,24.0.0-alpha2
com.android.support,mediarouter-v7,24.0.0-beta1
com.android.support,mediarouter-v7,24.1.0
com.android.support,mediarouter-v7,24.1.1
com.android.support,mediarouter-v7,24.2.0
com.android.support,mediarouter-v7,24.2.1
com.android.support,mediarouter-v7,25.0.0
com.android.support,mediarouter-v7,25.0.1
com.android.support,mediarouter-v7,25.2.0
com.android.support,mediarouter-v7,25.3.0
com.android.support,mediarouter-v7,26.0.0-alpha1
com.android.support,multidex,1.0.0
com.android.support,multidex,1.0.1
com.android.support,multidex-instrumentation,1.0.0
com.android.support,multidex-instrumentation,1.0.1
com.android.support,palette-v7,21.0.0
com.android.support,palette-v7,21.0.2
com.android.support,palette-v7,21.0.3
com.android.support,palette-v7,22.0.0
com.android.support,palette-v7,22.1.0
com.android.support,palette-v7,22.1.1
com.android.support,palette-v7,22.2.0
com.android.support,palette-v7,22.2.1
com.android.support,palette-v7,23.0.0
com.android.support,palette-v7,23.0.1
com.android.support,palette-v7,23.1.0
com.android.support,palette-v7,23.1.1
com.android.support,palette-v7,23.2.0
com.android.support,palette-v7,23.2.1
com.android.support,palette-v7,23.3.0
com.android.support,palette-v7,23.4.0
com.android.support,palette-v7,24.0.0
com.android.support,palette-v7,24.0.0-alpha1
com.android.support,palette-v7,24.0.0-alpha2
com.android.support,palette-v7,24.0.0-beta1
com.android.support,palette-v7,24.1.0
com.android.support,palette-v7,24.1.1
com.android.support,palette-v7,24.2.0
com.android.support,palette-v7,24.2.1
com.android.support,palette-v7,25.0.0
com.android.support,palette-v7,25.0.1
com.android.support,palette-v7,25.1.0
com.android.support,palette-v7,25.1.1
com.android.support,palette-v7,25.2.0
com.android.support,palette-v7,25.3.0
com.android.support,palette-v7,26.0.0-alpha1
com.android.support,percent,22.2.0
com.android.support,percent,23.0.0
com.android.support,percent,23.0.1
com.android.support,percent,23.1.0
com.android.support,percent,23.1.1
com.android.support,percent,23.2.0
com.android.support,percent,23.2.1
com.android.support,percent,23.3.0
com.android.support,percent,23.4.0
com.android.support,percent,24.0.0
com.android.support,percent,24.0.0-alpha1
com.android.support,percent,24.0.0-alpha2
com.android.support,percent,24.0.0-beta1
com.android.support,percent,24.1.0
com.android.support,percent,24.1.1
com.android.support,percent,24.2.0
com.android.support,percent,24.2.1
com.android.support,percent,25.0.0
com.android.support,percent,25.0.1
com.android.support,percent,25.1.0
com.android.support,percent,25.1.1
com.android.support,percent,25.2.0
com.android.support,percent,25.3.0
com.android.support,percent,26.0.0-alpha1
com.android.support,preference-leanback-v17,23.0.0
com.android.support,preference-leanback-v17,23.0.1
com.android.support,preference-leanback-v17,23.1.0
com.android.support,preference-leanback-v17,23.1.1
com.android.support,preference-leanback-v17,23.2.0
com.android.support,preference-leanback-v17,23.2.1
com.android.support,preference-leanback-v17,23.3.0
com.android.support,preference-leanback-v17,23.4.0
com.android.support,preference-leanback-v17,24.0.0
com.android.support,preference-leanback-v17,24.0.0-alpha1
com.android.support,preference-leanback-v17,24.0.0-alpha2
com.android.support,preference-leanback-v17,24.0.0-beta1
com.android.support,preference-leanback-v17,24.1.0
com.android.support,preference-leanback-v17,24.1.1
com.android.support,preference-leanback-v17,24.2.0
com.android.support,preference-leanback-v17,24.2.1
com.android.support,preference-leanback-v17,25.0.0
com.android.support,preference-leanback-v17,25.0.1
com.android.support,preference-leanback-v17,25.1.0
com.android.support,preference-leanback-v17,25.1.1
com.android.support,preference-leanback-v17,25.2.0
com.android.support,preference-leanback-v17,25.3.0
com.android.support,recommendation,23.1.0
com.android.support,preference-leanback-v17,26.0.0-alpha1
com.android.support,preference-v14,23.0.0
com.android.support,preference-v14,23.0.1
com.android.support,preference-v14,23.1.0
com.android.support,preference-v14,23.1.1
com.android.support,preference-v14,23.2.0
com.android.support,preference-v14,23.2.1
com.android.support,preference-v14,23.3.0
com.android.support,preference-v14,23.4.0
com.android.support,preference-v14,24.0.0
com.android.support,preference-v14,24.0.0-alpha1
com.android.support,preference-v14,24.0.0-alpha2
com.android.support,preference-v14,24.0.0-beta1
com.android.support,preference-v14,24.1.0
com.android.support,preference-v14,24.1.1
com.android.support,preference-v14,24.2.0
com.android.support,preference-v14,24.2.1
com.android.support,preference-v14,25.0.0
com.android.support,preference-v14,25.0.1
com.android.support,preference-v14,25.1.0
com.android.support,preference-v14,25.1.1
com.android.support,preference-v14,25.2.0
com.android.support,preference-v14,25.3.0
com.android.support,preference-v14,26.0.0-alpha1
com.android.support,preference-v7,23.0.0
com.android.support,preference-v7,23.0.1
com.android.support,preference-v7,23.1.0
com.android.support,preference-v7,23.1.1
com.android.support,preference-v7,23.2.0
com.android.support,preference-v7,23.2.1
com.android.support,preference-v7,23.3.0
com.android.support,preference-v7,23.4.0
com.android.support,preference-v7,24.0.0
com.android.support,preference-v7,24.0.0-alpha1
com.android.support,preference-v7,24.0.0-alpha2
com.android.support,preference-v7,24.0.0-beta1
com.android.support,preference-v7,24.1.0
com.android.support,preference-v7,24.1.1
com.android.support,preference-v7,24.2.0
com.android.support,preference-v7,24.2.1
com.android.support,preference-v7,25.0.0
com.android.support,preference-v7,25.0.1
com.android.support,preference-v7,25.1.0
com.android.support,preference-v7,25.1.1
com.android.support,preference-v7,25.2.0
com.android.support,preference-v7,25.3.0
com.android.support,preference-v7,26.0.0-alpha1
com.android.support,recommendation,23.0.1
com.android.support,recommendation,23.1.1
com.android.support,recommendation,23.2.0
com.android.support,recommendation,23.2.1
com.android.support,recommendation,23.3.0
com.android.support,recommendation,23.4.0
com.android.support,recommendation,24.0.0
com.android.support,recommendation,24.0.0-alpha1
com.android.support,recommendation,24.0.0-alpha2
com.android.support,recommendation,24.0.0-beta1
com.android.support,recommendation,24.1.0
com.android.support,recommendation,24.1.1
com.android.support,recommendation,24.2.0
com.android.support,recommendation,24.2.1
com.android.support,recommendation,25.0.0
com.android.support,recommendation,25.0.1
com.android.support,recommendation,25.1.0
com.android.support,recommendation,25.1.1
com.android.support,recommendation,25.2.0
com.android.support,recommendation,25.3.0
com.android.support,recommendation,26.0.0-alpha1
com.android.support,recyclerview-v7,21.0.0
com.android.support,recyclerview-v7,21.0.2
com.android.support,recyclerview-v7,21.0.3
com.android.support,recyclerview-v7,22.0.0
com.android.support,recyclerview-v7,22.1.0
com.android.support,recyclerview-v7,22.1.1
com.android.support,recyclerview-v7,22.2.0
com.android.support,recyclerview-v7,22.2.1
com.android.support,recyclerview-v7,23.0.0
com.android.support,recyclerview-v7,23.0.1
com.android.support,recyclerview-v7,23.1.0
com.android.support,recyclerview-v7,23.1.1
com.android.support,recyclerview-v7,23.2.0
com.android.support,recyclerview-v7,23.2.1
com.android.support,recyclerview-v7,23.3.0
com.android.support,recyclerview-v7,23.4.0
com.android.support,recyclerview-v7,24.0.0
com.android.support,recyclerview-v7,24.0.0-alpha1
com.android.support,recyclerview-v7,24.0.0-alpha2
com.android.support,recyclerview-v7,24.0.0-beta1
com.android.support,recyclerview-v7,24.1.0
com.android.support,recyclerview-v7,24.1.1
com.android.support,recyclerview-v7,24.2.0
com.android.support,recyclerview-v7,24.2.1
com.android.support,recyclerview-v7,25.0.0
com.android.support,recyclerview-v7,25.0.1
com.android.support,recyclerview-v7,25.1.0
com.android.support,recyclerview-v7,25.1.1
com.android.support,recyclerview-v7,25.2.0
com.android.support,recyclerview-v7,25.3.0
com.android.support,recyclerview-v7,26.0.0-alpha1
com.android.support,support-annotations,19.1.0
com.android.support,support-annotations,20.0.0
com.android.support,support-annotations,21.0.0
com.android.support,support-annotations,21.0.2
com.android.support,support-annotations,21.0.3
com.android.support,support-annotations,22.0.0
com.android.support,support-annotations,22.1.0
com.android.support,support-annotations,22.1.1
com.android.support,support-annotations,22.2.0
com.android.support,support-annotations,22.2.1
com.android.support,support-annotations,23.0.0
com.android.support,support-annotations,23.0.1
com.android.support,support-annotations,23.1.0
com.android.support,support-annotations,23.1.1
com.android.support,support-annotations,23.2.0
com.android.support,support-annotations,23.2.1
com.android.support,support-annotations,23.3.0
com.android.support,support-annotations,23.4.0
com.android.support,support-annotations,24.0.0
com.android.support,support-annotations,24.0.0-alpha1
com.android.support,support-annotations,24.0.0-alpha2
com.android.support,support-annotations,24.0.0-beta1
com.android.support,support-annotations,24.1.0
com.android.support,support-annotations,24.1.1
com.android.support,support-annotations,24.2.0
com.android.support,support-annotations,24.2.1
com.android.support,support-annotations,25.0.0
com.android.support,support-annotations,25.0.1
com.android.support,support-annotations,25.1.0
com.android.support,support-annotations,25.1.1
com.android.support,support-annotations,25.2.0
com.android.support,support-annotations,25.3.0
com.android.support,support-annotations,26.0.0-alpha1
com.android.support,support-compat,24.2.1
com.android.support,support-compat,25.0.0
com.android.support,support-compat,25.0.1
com.android.support,support-compat,25.1.0
com.android.support,support-compat,25.1.1
com.android.support,support-compat,25.2.0
com.android.support,support-compat,25.3.0
com.android.support,support-compat,26.0.0-alpha1
com.android.support,support-core-ui,24.2.0
com.android.support,support-core-ui,24.2.1
com.android.support,support-core-ui,25.0.0
com.android.support,support-core-ui,25.0.1
com.android.support,support-core-ui,25.1.0
com.android.support,support-core-ui,25.1.1
com.android.support,support-core-ui,25.2.0
com.android.support,support-core-ui,25.3.0
com.android.support,support-core-ui,26.0.0-alpha1
com.android.support,support-core-utils,24.2.1
com.android.support,support-core-utils,25.0.0
com.android.support,support-core-utils,25.0.1
com.android.support,support-core-utils,25.1.0
com.android.support,support-core-utils,25.1.1
com.android.support,support-core-utils,25.2.0
com.android.support,support-core-utils,25.3.0
com.android.support,support-core-utils,26.0.0-alpha1
com.android.support,support-dynamic-animation,25.3.0
com.android.support,support-fragment,24.2.0
com.android.support,support-fragment,24.2.1
com.android.support,support-fragment,25.0.0
com.android.support,support-fragment,25.0.1
com.android.support,support-fragment,25.1.0
com.android.support,support-fragment,25.1.1
com.android.support,support-fragment,25.2.0
com.android.support,support-fragment,25.3.0
com.android.support,support-fragment,26.0.0-alpha1
com.android.support,support-media-compat,24.2.1
com.android.support,support-media-compat,25.0.0
com.android.support,support-media-compat,25.0.1
com.android.support,support-media-compat,25.1.0
com.android.support,support-media-compat,25.1.1
com.android.support,support-media-compat,25.2.0
com.android.support,support-media-compat,25.3.0
com.android.support,support-media-compat,26.0.0-alpha1
com.android.support,support-tv-provider,26.0.0-alpha1
com.android.support,support-v13,13.0.0
com.android.support,support-v13,18.0.0
com.android.support,support-v13,19.0.0
com.android.support,support-v13,19.0.1
com.android.support,support-v13,19.1.0
com.android.support,support-v13,20.0.0
com.android.support,support-v13,21.0.0
com.android.support,support-v13,21.0.2
com.android.support,support-v13,21.0.3
com.android.support,support-v13,22.0.0
com.android.support,support-v13,22.1.0
com.android.support,support-v13,22.1.1
com.android.support,support-v13,22.2.0
com.android.support,support-v13,22.2.1
com.android.support,support-v13,23.0.0
com.android.support,support-v13,23.0.1
com.android.support,support-v13,23.1.0
com.android.support,support-v13,23.1.1
com.android.support,support-v13,23.2.0
com.android.support,support-v13,23.2.1
com.android.support,support-v13,23.3.0
com.android.support,support-v13,23.4.0
com.android.support,support-v13,24.0.0
com.android.support,support-v13,24.0.0-alpha1
com.android.support,support-v13,24.0.0-alpha2
com.android.support,support-v13,24.0.0-beta1
com.android.support,support-v13,24.1.0
com.android.support,support-v13,24.1.1
com.android.support,support-v13,24.2.0
com.android.support,support-v13,24.2.1
com.android.support,support-v13,25.0.0
com.android.support,support-v13,25.0.1
com.android.support,support-v13,25.1.0
com.android.support,support-v13,25.1.1
com.android.support,support-v13,25.2.0
com.android.support,support-v13,25.3.0
com.android.support,support-v13,26.0.0-alpha1
com.android.support,support-v4,13.0.0
com.android.support,support-v4,18.0.0
com.android.support,support-v4,19.0.0
com.android.support,support-v4,19.0.1
com.android.support,support-v4,19.1.0
com.android.support,support-v4,20.0.0
com.android.support,support-v4,21.0.0
com.android.support,support-v4,21.0.2
com.android.support,support-v4,21.0.3
com.android.support,support-v4,22.0.0
com.android.support,support-v4,22.1.0
com.android.support,support-v4,22.1.1
com.android.support,support-v4,22.2.0
com.android.support,support-v4,22.2.1
com.android.support,support-v4,23.0.0
com.android.support,support-v4,23.0.1
com.android.support,support-v4,23.1.0
com.android.support,support-v4,23.1.1
com.android.support,support-v4,23.2.0
com.android.support,support-v4,23.2.1
com.android.support,support-v4,23.3.0
com.android.support,support-v4,23.4.0
com.android.support,support-v4,24.0.0
com.android.support,support-v4,24.0.0-alpha1
com.android.support,support-v4,24.0.0-alpha2
com.android.support,support-v4,24.0.0-beta1
com.android.support,support-v4,24.1.0
com.android.support,support-v4,24.1.1
com.android.support,support-v4,24.2.0
com.android.support,support-v4,24.2.1
com.android.support,support-v4,25.0.0
com.android.support,support-v4,25.0.1
com.android.support,support-v4,25.1.0
com.android.support,support-v4,25.1.1
com.android.support,support-v4,25.2.0
com.android.support,support-v4,25.3.0
com.android.support,support-v4,26.0.0-alpha1
com.android.support,support-vector-drawable,23.2.0
com.android.support,support-vector-drawable,23.2.1
